Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.5743090510368347, 0.8405783772468567, -0.03951862454414368]","[0.6084780693054199, 0.796764612197876, -0.06563998758792877]","[0.6050229072570801, 0.7481755614280701, -0.08853022754192352]","[0.5827363729476929, 0.714354395866394, -0.11251650005578995]","[0.5904731750488281, 0.6965811848640442, -0.05182098597288132]","[0.5955396294593811, 0.6202213168144226, -0.08099069446325302]","[0.5941745042800903, 0.5709630250930786, -0.10149959474802017]","[0.5904425978660583, 0.5305774211883545, -0.11575448513031006]","[0.5571606159210205, 0.686177134513855, -0.05136484280228615]","[0.5597795248031616, 0.6001586318016052, -0.07854447513818741]","[0.559510350227356, 0.5463762283325195, -0.10018276423215866]","[0.5577142238616943, 0.4999345541000366, -0.11636035144329071]","[0.5248633027076721, 0.691400945186615, -0.05453944578766823]","[0.5261521339416504, 0.6118783950805664, -0.08176187425851822]","[0.5282500386238098, 0.5576159358024597, -0.10385783016681671]","[0.529829204082489, 0.5153812170028687, -0.118687704205513]","[0.4918808937072754, 0.7094581723213196, -0.06150445342063904]","[0.4917541742324829, 0.646827757358551, -0.08392103761434555]","[0.4955700635910034, 0.606408953666687, -0.09946893900632858]","[0.5002886056900024, 0.5741353631019592, -0.11131811141967773]",B,1.0,.\ASL_Data\ASL_Validate\B\B1979.jpg
"[0.6434627175331116, 0.8624386787414551, -0.04055410996079445]","[0.6784384250640869, 0.8192267417907715, -0.06800367683172226]","[0.6755043864250183, 0.7713639140129089, -0.09252676367759705]","[0.6558069586753845, 0.7344842553138733, -0.11850585788488388]","[0.6684389710426331, 0.7146040201187134, -0.05327096953988075]","[0.6747999787330627, 0.6363405585289001, -0.08480321615934372]","[0.6753973364830017, 0.5844660997390747, -0.10753460228443146]","[0.6737250089645386, 0.5419741868972778, -0.12340838462114334]","[0.6339094042778015, 0.7025858163833618, -0.05382769554853439]","[0.6404798030853271, 0.6148618459701538, -0.083534836769104]","[0.6424505710601807, 0.5596579909324646, -0.10744646936655045]","[0.6434824466705322, 0.5112234354019165, -0.12495590001344681]","[0.6000369787216187, 0.7062055468559265, -0.05837158486247063]","[0.6050541996955872, 0.6245740652084351, -0.08730807155370712]","[0.609931230545044, 0.5689488053321838, -0.11095733195543289]","[0.6145184636116028, 0.5233811140060425, -0.12682057917118073]","[0.5640426874160767, 0.7229659557342529, -0.06678701937198639]","[0.5679415464401245, 0.6572794914245605, -0.0907832607626915]","[0.5736324191093445, 0.614945113658905, -0.10773149877786636]","[0.5806010365486145, 0.5791283845901489, -0.12067700922489166]",B,1.0,.\ASL_Data\ASL_Validate\B\B1989.jpg
"[0.7165055871009827, 0.8705218434333801, -0.04121538996696472]","[0.751829981803894, 0.8282120227813721, -0.06918050348758698]","[0.7483049035072327, 0.7802942991256714, -0.0945291593670845]","[0.726243257522583, 0.7419685125350952, -0.12145942449569702]","[0.742123544216156, 0.7200122475624084, -0.05138162150979042]","[0.7500033378601074, 0.6394985914230347, -0.0831313356757164]","[0.7527992725372314, 0.5877648591995239, -0.10634643584489822]","[0.7527413964271545, 0.5455411672592163, -0.12245050072669983]","[0.7073513865470886, 0.7081102728843689, -0.052383534610271454]","[0.7141287326812744, 0.6179642081260681, -0.08169189095497131]","[0.7160473465919495, 0.5628939270973206, -0.10591784864664078]","[0.7163991928100586, 0.5148751735687256, -0.12360620498657227]","[0.6736452579498291, 0.7116384506225586, -0.057879526168107986]","[0.680081307888031, 0.6281747221946716, -0.08677132427692413]","[0.6862816214561462, 0.5706675052642822, -0.11140818893909454]","[0.6915152072906494, 0.5235547423362732, -0.12799017131328583]","[0.6377201080322266, 0.727858304977417, -0.06742522120475769]","[0.6434734463691711, 0.6608319282531738, -0.0912344828248024]","[0.6494014263153076, 0.6169812679290771, -0.10862280428409576]","[0.6562924385070801, 0.579874575138092, -0.12212345004081726]",B,1.0,.\ASL_Data\ASL_Validate\B\B1999.jpg
"[0.7810524106025696, 0.8595997095108032, -0.04237924516201019]","[0.8176382184028625, 0.8128461837768555, -0.07101771980524063]","[0.8128249645233154, 0.7623001337051392, -0.09730689227581024]","[0.7884660959243774, 0.7215622663497925, -0.1251911073923111]","[0.8063389658927917, 0.698776364326477, -0.04949493706226349]","[0.8150208592414856, 0.6194173693656921, -0.08165351301431656]","[0.8178330063819885, 0.5658200979232788, -0.10607053339481354]","[0.8175190687179565, 0.5210344195365906, -0.1233970895409584]","[0.7701877951622009, 0.6874276995658875, -0.05118093639612198]","[0.7789016366004944, 0.5970809459686279, -0.0809633657336235]","[0.7822152972221375, 0.5411294102668762, -0.10684565454721451]","[0.7839090824127197, 0.490639865398407, -0.12602779269218445]","[0.7352537512779236, 0.6933837532997131, -0.057716354727745056]","[0.742568850517273, 0.6086937785148621, -0.08739986270666122]","[0.7502214312553406, 0.5527160167694092, -0.11315115541219711]","[0.7564132213592529, 0.5067603588104248, -0.13065432012081146]","[0.697888970375061, 0.7134802937507629, -0.06857296824455261]","[0.7041161060333252, 0.6456744074821472, -0.09355414658784866]","[0.7123374342918396, 0.6022878885269165, -0.11174871772527695]","[0.7210255861282349, 0.5656889081001282, -0.12580689787864685]",B,1.0,.\ASL_Data\ASL_Validate\B\B2009.jpg
"[0.8208160400390625, 0.8259682059288025, -0.03740869462490082]","[0.8603002429008484, 0.7761029005050659, -0.062003444880247116]","[0.8543795943260193, 0.7218523621559143, -0.08464761823415756]","[0.8264814019203186, 0.6849122643470764, -0.10844407230615616]","[0.8464716076850891, 0.6649481058120728, -0.043665144592523575]","[0.8561837077140808, 0.5807173848152161, -0.07333125919103622]","[0.8583736419677734, 0.5258245468139648, -0.09477303177118301]","[0.8576403260231018, 0.4815129041671753, -0.1097683236002922]","[0.8116487264633179, 0.6522725820541382, -0.04628552123904228]","[0.8198897838592529, 0.5562625527381897, -0.07388623058795929]","[0.8225944638252258, 0.49608057737350464, -0.09723318368196487]","[0.8237610459327698, 0.4436141848564148, -0.11427554488182068]","[0.7775304913520813, 0.6557748913764954, -0.0534563809633255]","[0.785582423210144, 0.567870557308197, -0.0816798135638237]","[0.7920966744422913, 0.5082547664642334, -0.10589861124753952]","[0.79781574010849, 0.46122634410858154, -0.12175044417381287]","[0.7409982085227966, 0.6725698113441467, -0.06468064337968826]","[0.7475841045379639, 0.6032150387763977, -0.0883386954665184]","[0.7546433806419373, 0.5573171973228455, -0.10569190979003906]","[0.7625308632850647, 0.51969975233078, -0.11862846463918686]",B,1.0,.\ASL_Data\ASL_Validate\B\B2019.jpg
"[0.7860368490219116, 0.8047317266464233, -0.03971732407808304]","[0.8249070048332214, 0.7512469291687012, -0.06545355916023254]","[0.8190286159515381, 0.6955446004867554, -0.08908507972955704]","[0.7928869128227234, 0.6565573215484619, -0.11430267989635468]","[0.8086543083190918, 0.6396639943122864, -0.0457342304289341]","[0.8162966966629028, 0.5544337034225464, -0.07754486799240112]","[0.8184804916381836, 0.4971243143081665, -0.10138190537691116]","[0.8179498314857483, 0.45011240243911743, -0.11824061721563339]","[0.7721880674362183, 0.6281816959381104, -0.048347342759370804]","[0.780616044998169, 0.5321938395500183, -0.07807278633117676]","[0.7839769721031189, 0.47115981578826904, -0.10399024188518524]","[0.7859602570533752, 0.41634809970855713, -0.12302789092063904]","[0.7367792129516602, 0.6335532665252686, -0.05576310306787491]","[0.7443711757659912, 0.5441101789474487, -0.0858924612402916]","[0.7509744167327881, 0.48354798555374146, -0.11195165663957596]","[0.7567125558853149, 0.43358761072158813, -0.12933030724525452]","[0.6993277072906494, 0.6529608368873596, -0.06738081574440002]","[0.7061675786972046, 0.5811041593551636, -0.0927804708480835]","[0.7138195633888245, 0.5345213413238525, -0.11130133271217346]","[0.7218112349510193, 0.49543753266334534, -0.12544997036457062]",B,1.0,.\ASL_Data\ASL_Validate\B\B2029.jpg
"[0.6672124266624451, 0.7613458633422852, -0.031961437314748764]","[0.704541802406311, 0.7002421617507935, -0.05550170689821243]","[0.6988310813903809, 0.6460364460945129, -0.0782090276479721]","[0.6669989824295044, 0.6166913509368896, -0.10240389406681061]","[0.6744595170021057, 0.5907151103019714, -0.041795119643211365]","[0.6759715676307678, 0.5029467940330505, -0.07195594161748886]","[0.6753070950508118, 0.4468364119529724, -0.09397536516189575]","[0.672336757183075, 0.40252381563186646, -0.10948609560728073]","[0.6372904777526855, 0.5890480875968933, -0.04830308258533478]","[0.6357235908508301, 0.4905144274234772, -0.07600799202919006]","[0.6344666481018066, 0.42887088656425476, -0.09926311671733856]","[0.631257951259613, 0.3764799237251282, -0.11652006953954697]","[0.6024572849273682, 0.6041378974914551, -0.0588083453476429]","[0.6021367311477661, 0.5117951035499573, -0.08612898737192154]","[0.6038148999214172, 0.4501987397670746, -0.10910254716873169]","[0.6049187183380127, 0.401550829410553, -0.12461405247449875]","[0.5680832266807556, 0.6329526305198669, -0.07305944710969925]","[0.5697950124740601, 0.5591505765914917, -0.09570987522602081]","[0.5740168690681458, 0.5091114640235901, -0.11170048266649246]","[0.5785735249519348, 0.46746018528938293, -0.12421019375324249]",B,1.0,.\ASL_Data\ASL_Validate\B\B2039.jpg
"[0.589380145072937, 0.7413170337677002, -0.03807417303323746]","[0.6273887157440186, 0.6847641468048096, -0.06400182843208313]","[0.6218823790550232, 0.6271849870681763, -0.08806265890598297]","[0.5931483507156372, 0.5883877873420715, -0.11356720328330994]","[0.6018095016479492, 0.5710818767547607, -0.04594413936138153]","[0.6062885522842407, 0.48459744453430176, -0.07619727402925491]","[0.6059717535972595, 0.42826634645462036, -0.09847240895032883]","[0.6041182279586792, 0.3826054036617279, -0.11432085186243057]","[0.5646841526031494, 0.5628598928451538, -0.0491454154253006]","[0.5677818655967712, 0.4653918147087097, -0.07691942155361176]","[0.5678573846817017, 0.4041566848754883, -0.10092441737651825]","[0.5666337609291077, 0.35137560963630676, -0.11905644834041595]","[0.5289589762687683, 0.5727697610855103, -0.05661467835307121]","[0.5316183567047119, 0.481733500957489, -0.08501379936933517]","[0.5348671674728394, 0.4194367229938507, -0.10963520407676697]","[0.5378789305686951, 0.37113019824028015, -0.12647373974323273]","[0.4923171103000641, 0.5979411602020264, -0.06816047430038452]","[0.4933687150478363, 0.5258488655090332, -0.092064768075943]","[0.4994322657585144, 0.4788018763065338, -0.10903805494308472]","[0.5064916610717773, 0.44131824374198914, -0.12216940522193909]",B,1.0,.\ASL_Data\ASL_Validate\B\B2049.jpg
"[0.471462219953537, 0.7462739944458008, -0.045934803783893585]","[0.5091365575790405, 0.7021582126617432, -0.07440033555030823]","[0.49874988198280334, 0.6501557230949402, -0.09922139346599579]","[0.4692942798137665, 0.617493212223053, -0.12532207369804382]","[0.49394944310188293, 0.5934315919876099, -0.054642707109451294]","[0.5010159015655518, 0.5144611597061157, -0.0870538130402565]","[0.5005900263786316, 0.46065014600753784, -0.11110663414001465]","[0.4980458915233612, 0.4158390164375305, -0.12802079319953918]","[0.45771992206573486, 0.5768444538116455, -0.05307333543896675]","[0.4642464816570282, 0.4877144992351532, -0.08306588977575302]","[0.46524372696876526, 0.43073856830596924, -0.1094711422920227]","[0.46487805247306824, 0.3800969123840332, -0.12907205522060394]","[0.42373552918434143, 0.5776684880256653, -0.05618417635560036]","[0.4282815456390381, 0.49548596143722534, -0.08670637011528015]","[0.4328196346759796, 0.43950724601745605, -0.11429855972528458]","[0.4368658661842346, 0.39457327127456665, -0.13273249566555023]","[0.38815420866012573, 0.5925475358963013, -0.06366796046495438]","[0.3901255130767822, 0.5258261561393738, -0.08912933617830276]","[0.3950038254261017, 0.48355013132095337, -0.10881305485963821]","[0.40114152431488037, 0.44947052001953125, -0.12377241253852844]",B,1.0,.\ASL_Data\ASL_Validate\B\B2059.jpg
"[0.3880457878112793, 0.7259120941162109, -0.04370981082320213]","[0.4231269061565399, 0.6907487511634827, -0.07055379450321198]","[0.417025625705719, 0.644761860370636, -0.09356070309877396]","[0.39559054374694824, 0.6108421683311462, -0.11774713546037674]","[0.42089295387268066, 0.5937902927398682, -0.052982576191425323]","[0.4356831908226013, 0.5266968607902527, -0.08307335525751114]","[0.44003790616989136, 0.47964730858802795, -0.10485944896936417]","[0.44140535593032837, 0.4395325779914856, -0.12005873024463654]","[0.3901628255844116, 0.5742940306663513, -0.05031149461865425]","[0.4047064483165741, 0.4981786906719208, -0.07826484739780426]","[0.4088062345981598, 0.44994479417800903, -0.10191202908754349]","[0.4113464057445526, 0.40611061453819275, -0.11929599940776825]","[0.3595002591609955, 0.5703496932983398, -0.051795993000268936]","[0.37263602018356323, 0.4998597204685211, -0.08027868717908859]","[0.38077622652053833, 0.45074784755706787, -0.10493358224630356]","[0.38785338401794434, 0.4110454022884369, -0.12128518521785736]","[0.32579243183135986, 0.5784006714820862, -0.05726085230708122]","[0.33555829524993896, 0.5216516256332397, -0.08101511746644974]","[0.34395408630371094, 0.48450183868408203, -0.09884212911128998]","[0.3527567982673645, 0.45416557788848877, -0.11217127740383148]",B,1.0,.\ASL_Data\ASL_Validate\B\B2069.jpg
"[0.36951860785484314, 0.620881974697113, -0.03575913608074188]","[0.3884037733078003, 0.5674735903739929, -0.055547408759593964]","[0.36552169919013977, 0.5268324613571167, -0.07334459573030472]","[0.3350622355937958, 0.5069613456726074, -0.09198176860809326]","[0.36771997809410095, 0.4817531704902649, -0.030180934816598892]","[0.36355337500572205, 0.4136418402194977, -0.053253259509801865]","[0.3570980727672577, 0.3684907555580139, -0.07145369797945023]","[0.3490155041217804, 0.33187800645828247, -0.08403117209672928]","[0.3358774185180664, 0.4781079590320587, -0.028307264670729637]","[0.3316211402416229, 0.39984533190727234, -0.048147328197956085]","[0.3255172371864319, 0.35196781158447266, -0.06837597489356995]","[0.319606751203537, 0.30860525369644165, -0.08315085619688034]","[0.3094036877155304, 0.4862365126609802, -0.03126068040728569]","[0.30469247698783875, 0.4162399172782898, -0.05187942460179329]","[0.30191653966903687, 0.3698779344558716, -0.07281719893217087]","[0.29914095997810364, 0.33154284954071045, -0.08648625016212463]","[0.28447726368904114, 0.5049781203269958, -0.03825925290584564]","[0.28246641159057617, 0.4487091600894928, -0.05520445108413696]","[0.2819434702396393, 0.41179484128952026, -0.06967570632696152]","[0.28190264105796814, 0.37878409028053284, -0.0804949551820755]",B,1.0,.\ASL_Data\ASL_Validate\B\B2079.jpg
"[0.37411943078041077, 0.6048152446746826, -0.03226210176944733]","[0.3912680745124817, 0.548274040222168, -0.05041669309139252]","[0.36872708797454834, 0.5060653686523438, -0.06723874807357788]","[0.3390779495239258, 0.48683875799179077, -0.08489809930324554]","[0.3664291799068451, 0.4654405415058136, -0.02676607109606266]","[0.3590002954006195, 0.3980117440223694, -0.0487988144159317]","[0.3498980402946472, 0.3539702892303467, -0.06599121540784836]","[0.3401695787906647, 0.31743478775024414, -0.07783191651105881]","[0.335553914308548, 0.4639688730239868, -0.02670084498822689]","[0.32592788338661194, 0.3857954442501068, -0.04528362676501274]","[0.3172237277030945, 0.339099645614624, -0.0641520619392395]","[0.3090459108352661, 0.29581987857818604, -0.07832802087068558]","[0.3098543584346771, 0.4747856557369232, -0.03125365078449249]","[0.3015381991863251, 0.4042273163795471, -0.05079743638634682]","[0.29613393545150757, 0.35890015959739685, -0.07016453146934509]","[0.29200494289398193, 0.32150304317474365, -0.08320792764425278]","[0.2859048843383789, 0.49658042192459106, -0.0397442951798439]","[0.2803669273853302, 0.4415343105792999, -0.05606411024928093]","[0.27738064527511597, 0.40556585788726807, -0.06949733197689056]","[0.2760170102119446, 0.3730434775352478, -0.0797170028090477]",B,1.0,.\ASL_Data\ASL_Validate\B\B2089.jpg
"[0.3990345895290375, 0.6319203972816467, -0.03282415121793747]","[0.42557722330093384, 0.5834240913391113, -0.052906282246112823]","[0.4152491092681885, 0.5391556620597839, -0.07114306837320328]","[0.3915889859199524, 0.5150549411773682, -0.0902247354388237]","[0.40592196583747864, 0.4915027320384979, -0.03401516005396843]","[0.40608757734298706, 0.4225351810455322, -0.05697203427553177]","[0.40139949321746826, 0.3778289556503296, -0.07410214096307755]","[0.3953559696674347, 0.34043818712234497, -0.08585909754037857]","[0.37577784061431885, 0.48463109135627747, -0.03383341431617737]","[0.37440550327301025, 0.4059474468231201, -0.0533488467335701]","[0.3702241778373718, 0.35919517278671265, -0.07151199132204056]","[0.3658403158187866, 0.31673699617385864, -0.08526275306940079]","[0.34890347719192505, 0.49135032296180725, -0.037600696086883545]","[0.3467252552509308, 0.4194803535938263, -0.057695422321558]","[0.34550940990448, 0.3728666305541992, -0.07630153745412827]","[0.3447692394256592, 0.33538490533828735, -0.08893381804227829]","[0.3222084641456604, 0.5088829398155212, -0.0451175756752491]","[0.3206372857093811, 0.452877402305603, -0.061780285090208054]","[0.3207782506942749, 0.4161381125450134, -0.07485053688287735]","[0.322363018989563, 0.38359498977661133, -0.08482491970062256]",B,1.0,.\ASL_Data\ASL_Validate\B\B2099.jpg
